book_id,goodreads_book_id,title,authors,average_rating,ratings_count,to_read_count,tag_list
4468,4835,"Haroun and the Sea of Stories (Khalifa Brothers, #1)","Salman Rushdie, Paul Birkbeck",4.01,19221,32,"to-read, 2016-reads, all-time-favourites, read-in-2014, audiobook"
4469,16058610,Whistling Past the Graveyard,Susan Crandall,4.04,20168,123,"to-read, 2013-reads, i-own, susan-crandall, the-south"
4470,13450339,"Poison Princess (The Arcana Chronicles, #1)",Kresley Cole,4.14,25679,92,"to-read, arc, have, contemporary, fantasy-paranormal"
4471,83143,"Tatiana and Alexander (The Bronze Horseman, #2)",Paullina Simons,4.3,20654,49,"to-read, own-it, europe, read-2016, read-in-2011"
4472,17910124,"The Emperor's Blades (Chronicle of the Unhewn Throne, #1)",Brian Staveley,4.15,19877,135,"to-read, audio-books, books-to-buy, sff, want"
4473,18723,Brick Lane,Monica Ali,3.38,21002,40,"to-read, female-author, immigrant, europe, 21st-century"
4474,18079804,"Half Bad (The Half Bad Trilogy, #1)",Sally Green,3.8,26913,132,"to-read, 4-stars, series-to-start, dark, must-read"
4475,53639,Zorba the Greek,"Nikos Kazantzakis, Νίκος Καζαντζάκης",4.1,15203,56,"to-read, english, arabic-books, مكتبتى, pdf"
4476,598117,Sounder,"William H. Armstrong, James Barkley",3.96,24061,23,"to-read, school-books, 5th-grade, southern, racism"
4477,11337189,A Universe from Nothing: Why There Is Something Rather Than Nothing,"Lawrence M. Krauss, Richard Dawkins",3.92,17204,82,"to-read, on-hold, i-own, fiction, math-science"
4478,1970449,Slash,"Slash, Anthony Bozza",3.96,17989,21,"to-read, roses, to-read-non-fiction, my-collection, read-in-2013"
4479,6582637,"Archangel's Kiss (Guild Hunter, #2)",Nalini Singh,4.24,35843,34,"to-read, adult-fiction, paperback, i-own, adult-paranormal"
4480,8475505,"Rebel Belle (Rebel Belle, #1)",Rachel Hawkins,3.88,30506,131,"to-read, first-in-series, meh, ya-books, on-my-shelf"
4481,32254,"The Mephisto Club (Rizzoli & Isles, #6)",Tess Gerritsen,4.01,23378,25,"to-read, rizzoli-and-isles-series, e-books, library-books, crime-mystery-thriller"
4482,73297,The Scarlet Thread ,Francine Rivers,4.14,21233,26,"to-read, book-club-books, christian-reads, r, fiction-contemporary"
4483,24814,It's a Magical World: A Calvin and Hobbes Collection,Bill Watterson,4.75,22351,3,"to-read, adult, 5-star, favorite, favorite-books"
4484,12413836,"Avatar: The Last Airbender (The Promise, #1)","Gene Luen Yang, Bryan Konietzko, Michael Dante DiMartino, Gurihiru",4.24,18771,31,"to-read, dark-horse, anime, 2014-reads, read-2012"
4485,10033,Being and Nothingness,"Jean-Paul Sartre, Hazel E. Barnes, Mary Warnock, Richard Eyre",3.94,19897,124,"to-read, philosophy-and-religion, unread, religion-philosophy, philosophy-books"
4486,1128437,"Miecz przeznaczenia (Saga o Wiedźminie, #2)",Andrzej Sapkowski,4.4,12909,6,"to-read, supernatural, collection, audio-books, dragons"
4487,27333,Silent Spring,"Rachel Carson, Linda Lear, Edward O. Wilson",3.94,24027,138,"non-fiction, women, for-school, home-library, audio"
4488,13452375,"Legion (Legion, #1)",Brandon Sanderson,4.13,20291,103,"to-read, read-2012, 4-stars, read-in-2017, re-read"
4489,23215469,Down the Rabbit Hole: Curious Adventures and Cautionary Tales of a Former Playboy Bunny,Holly Madison,3.4,13213,18,"to-read, e-books, memoir-autobiography, library-books, books"
4490,10343389,Kill Alex Cross (Alex Cross #18),James Patterson,4.0,20206,62,"to-read, jp-alex-cross, want, 2012-books, mystery-thriller-suspense"
4491,18505784,The Pearl That Broke Its Shell,Nadia Hashimi,4.12,19016,221,"to-read, history, around-the-world, 2015-reading-challenge, 2015-books"
4492,7826116,"Behemoth (Leviathan, #2)","Scott Westerfeld, Keith Thompson",4.18,30049,43,"to-read, own-it, dystopia, 5-stars, signed"
4493,72536,The Sociopath Next Door,Martha Stout,3.75,21550,141,"to-read, other, on-kindle, nonfic, non-fiction-to-read"
4494,79422,"Y: The Last Man, Vol. 8: Kimono Dragons (Y: The Last Man, #8)","Brian K. Vaughan, Pia Guerra, Goran Sudžuka, José Marzán Jr.",4.22,23842,16,"to-read, graphic-novels-comic-books, graphics, comic-graphic-novel, humor"
4495,3157876,Do-It-Yourself Book (Diary of a Wimpy Kid),Jeff Kinney,4.17,20534,5,"to-read, own-it, realistic, bought, kid-lit"
4496,643301,"Angels and Demons / The Da Vinci Code (Robert Langdon, #1-2)",Dan Brown,4.19,18711,9,"to-read, already-read, owned-but-not-read, book-to-movie, crime-mystery-thriller"
4497,261331,"The Tea Rose (The Tea Rose, #1)",Jennifer Donnelly,4.18,22448,163,"to-read, general-fiction, e-book, roman, english"
4498,8680418,"Moon Over Soho (Peter Grant, #2)",Ben Aaronovitch,4.1,16566,19,"to-read, modern-fantasy, sci-fi, library-book, read-2012"
4499,17456328,The Paris Architect,Charles Belfoure,3.98,18925,91,"to-read, kindle-books, books-read-in-2015, nook, 1940s"
4500,12954620,"Falling Kingdoms (Falling Kingdoms, #1)","Morgan Rhodes, Michelle Rowen",3.83,32623,235,"to-read, reviewed, default, maybe-read, own-to-read"
4501,244383,Ask and It Is Given: Learning to Manifest Your Desires,"Esther Hicks, Jerry Hicks, Wayne W. Dyer",4.18,17170,24,"to-read, healing, read-in-2015, audio, read-in-2016"
4502,7005479,Island Beneath the Sea,"Isabel Allende, Margaret Sayers Peden",4.01,18864,44,"to-read, روايات, book-group, library-book, roman"
4503,99329,"The History of Tom Jones, a Foundling","Henry Fielding, Thomas Keymer, Alice Wakely",3.73,24718,75,"to-read, bildungsroman, general-fiction, audiobook, i-own"
4504,80176,"Winesburg, Ohio",Sherwood Anderson,3.84,20125,42,"fiction, midwest, to-read-classics, recommended, for-school"
4505,22717015,"Beautiful Redemption (The Maddox Brothers, #2)",Jamie McGuire,4.15,28845,89,"currently-reading, alpha-males, want, part-of-a-series, books"
4506,89656,"C is for Corpse  (Kinsey Millhone, #3)",Sue Grafton,3.87,29204,21,"to-read, character, read-in-2012, listened-to, read-in-2016"
4507,156533,"Y: The Last Man, Vol. 5: Ring of Truth (Y: The Last Man, #5)","Brian K. Vaughan, Pia Guerra, José Marzán Jr.",4.27,24606,20,"to-read, dc-comics, lgbt, graphic_novel, comic-graphic-novel"
4508,15096,Five Quarters of the Orange,Joanne Harris,3.83,23332,38,"to-read, foodie, 2003, 2004, ebook"
4509,63032,2666,Roberto Bolaño,4.2,15000,135,"to-read, audio, chilean-literature, lit, 1001-books-you-must-read-before-you"
4510,2748,Microserfs,Douglas Coupland,3.88,19516,38,"to-read, epistolary, all-time-favourites, to-re-read, read-in-2015"
4511,15799936,How to Tell If Your Cat Is Plotting to Kill You,"Matthew Inman, The Oatmeal",3.95,22994,76,"to-read, pets, bd, manga-comics, short-stories"
4512,93947,"Simple Genius (Sean King & Michelle Maxwell, #3)",David Baldacci,3.89,22171,20,"fiction, crime-mystery, government, action-thriller, king"
4513,14965,Light on Snow,Anita Shreve,3.56,22845,26,"to-read, audible, read-in-2016, ya, new-england"
4514,8960,"Vampire Mountain (Cirque Du Freak, #4)",Darren Shan,4.16,23847,7,"to-read, have, read-in-2011, bookshelf, favorite-series"
4515,14185,The Three Stigmata of Palmer Eldritch,Philip K. Dick,4.01,20140,55,"to-read, science-fiction-and-fantasy, read-in-2015, audio, re-read"
4516,23128304,The Strange Library,"Haruki Murakami, Ted Goossen",3.55,18806,40,"to-read, read-2017, borrowed, default, contemporary-fiction"
4517,9598,Deadeye Dick,Kurt Vonnegut Jr.,3.8,19212,36,"to-read, re-read, read-in-2011, usa, shelfari-wishlist"
4518,8579016,"The Power (The Secret, #2)",Rhonda Byrne,4.09,16917,25,"to-read, gratitude, recommended, reference, maybe"
4519,181886,"Ancestors of Avalon (Avalon, #5)","Diana L. Paxson, Marion Zimmer Bradley",3.89,21408,71,"to-read, arthur, paperback, want-to-read, science-fiction"
4520,398323,Out Stealing Horses,"Per Petterson, Anne Born",3.79,19199,50,"to-read, drama, world-war-ii, read-2014, read-in-2014"
4521,51078,"Batman: Knightfall, Vol. 1: Broken Bat","Doug Moench, Chuck Dixon, Jim Aparo, Norm Breyfogle, Graham Nolan, Jim Balent",4.08,18298,13,"to-read, graphicnovels, dcu, capes, comic-trades"
4522,25451555,"Saga, Vol. 5 (Saga, #5)","Brian K. Vaughan, Fiona Staples",4.44,29429,22,"to-read, comix, scifi-fantasy, i-own, graphic-novel-comics"
4523,206196,"The Lions of Lucerne (Scot Harvath, #1)",Brad Thor,4.04,18770,59,"to-read, my-library, terrorism, need, fun"
4524,102733,One Past Midnight: The Langoliers,"Stephen King, Willem Dafoe",3.82,22326,14,"to-read, my-favorites, fantasy-horror, 1990s, movie"
4525,207569,The Sign of the Beaver,Elizabeth George Speare,3.77,20450,14,"to-read, middle-school, elementary, young-adult-fiction, chapter-book"
4526,46227,"Ask the Dust (Arturo Bandini, #3)","John Fante, Charles Bukowski",4.14,16226,27,"to-read, drama, favorite, 5-stars, writer"
4527,470495,All Over But the Shoutin',Rick Bragg,4.09,21072,97,"to-read, appalachia, biographical, memoir-bio, autobiography-biography"
4528,32433,The Key to Midnight,"Leigh Nichols, Dean Koontz",3.93,22578,27,"to-read, paper, king-koontz, dean-koontz-read, 1995"
4529,13554713,Fairy Tales from the Brothers Grimm: A New English Version,"Philip Pullman, Jacob Grimm, Wilhelm Grimm",4.11,17219,88,"to-read, literary, stories, owned-unread, fairytales"
4530,43886,"Debt of Bones (Sword of Truth, #0.5)",Terry Goodkind,3.85,23279,37,"to-read, fantasy-read, romance, read-in-2015, audio"
4531,26114,The Joke,Milan Kundera,3.99,16464,33,"to-read, politics, historical, general-fiction, modern-fiction"
4532,12326627,"The White Princess (The Plantagenet and Tudor Novels, #5)",Philippa Gregory,3.85,22584,130,"to-read, i-own, plantagenet, history-fiction, chick-lit"
4533,377425,Flight of the Intruder (Jake Grafton #1),Stephen Coonts,4.04,21765,19,"to-read, mystery-thrillers, books-owned, unsorted, to-read-owned"
4534,11313,"Silver on the Tree (The Dark is Rising, #5)",Susan Cooper,4.16,25818,32,"to-read, science-fiction-fantasy, female-author, supernatural, fantasy-scifi"
4535,225774,National Velvet,Enid Bagnold,4.09,22682,12,"to-read, from-my-childhood, teen, novels, favorite-books"
4536,211099,"Losing My Virginity: How I've Survived, Had Fun, and Made a Fortune Doing Business My Way",Richard Branson,3.97,26225,33,"to-read, adventure, business-development, business-entrepreneurship, others"
4537,1591,Lysistrata,"Aristophanes, Sarah Ruden",3.84,25758,42,"clàssics, ap-lit, greek-classics, poetry-and-plays, greco-roman"
4538,5983057,The Swan Thieves,Elizabeth Kostova,3.53,23399,79,"to-read, artists, american, read-in-2011, literary"
4539,12444166,"Iced (Fever, #6)",Karen Marie Moning,4.13,28890,102,"to-read, read-in-2016, audio-books, favorite, pnr-uf"
4540,15062217,14,Peter Clines,3.92,20011,59,"horror, peter-clines, abandoned, adult-fiction, read-in-2012"
4541,9165406,Okay for Now,Gary D. Schmidt,4.19,24254,71,"to-read, kids-books, kid-lit, children-s-lit, audubon"
4542,85957,"Assassins (Left Behind, #6)","Tim LaHaye, Jerry B. Jenkins",3.98,24143,16,"to-read, general-fiction, theology, 3-stars, completed"
4543,13521459,"Red Country (First Law World, #6)",Joe Abercrombie,4.27,19926,56,"to-read, fantasy-series, read-in-2013, adult, fantasy-read"
4544,85443,The Lords of Discipline,Pat Conroy,4.28,19050,28,"to-read, mystery, popular-fiction, bookclub, did-not-finish"
4545,13202092,Eat and Run: My Unlikely Journey to Ultramarathon Greatness,"Scott Jurek, Steve Friedman",3.95,17376,47,"to-read, to-read-non-fiction, ebooks, read-in-2016, favourites"
4546,7093222,"Broken (Will Trent, #4)",Karin Slaughter,4.2,22244,32,"to-read, library-books, read-in-2013, favorite-authors, part-of-a-series"
4547,18656006,The Matchmaker,Elin Hilderbrand,3.82,19094,46,"to-read, hilderbrand, 2014-read, listened-to, audible"
4548,50930,"The Mark (Left Behind, #8)","Tim LaHaye, Jerry B. Jenkins",4.02,21668,19,"to-read, lahaye-jenkins, 2001, have-read, 2000"
4549,2113410,Belong to Me,Marisa de los Santos,3.84,22521,74,"to-read, realistic-fiction, secrets, read-2009, motherhood"
4550,49006,"The Darkest Hour (Warriors, #6)",Erin Hunter,4.52,26949,8,"to-read, ya-fantasy, wish-list, part-of-a-series, have"
4551,57727,"L.A. Confidential (L.A. Quartet, #3)",James Ellroy,4.2,21511,37,"to-read, audiobooks, policier, 1990s, finished"
4552,16045144,"The Beautiful Mystery (Chief Inspector Armand Gamache, #8)",Louise Penny,4.18,16170,35,"to-read, novels, favorite-series, favorite-author, fiction-mystery"
4553,616678,"The Diamond Throne (The Elenium, #1)",David Eddings,3.93,26150,19,"to-read, home-library, i-own-it, e-book, romance"
4554,133765,"Those Left Behind (Serenity, #1)","Joss Whedon, Brett Matthews, Will Conrad",4.04,23220,169,"to-read, kindle, novel, english, other-comics"
4555,63461,Terms of Endearment,Larry McMurtry,4.15,21352,49,"fiction, historical-fiction, movie-books, rory-gilmore-s-reading-list, the-south"
4556,84142,"Kiss of the Night (Dark-Hunter, #4)",Sherrilyn Kenyon,4.24,21022,10,"to-read, to-buy, guilty-pleasures, erotic, books"
4557,474634,The Wedding Girl,Madeleine Wickham,3.47,20501,55,"to-read, sub, wish-list, library-books, roman"
4558,281512,He Chose the Nails,Max Lucado,4.37,19028,36,"to-read, audio-book, christian-lit, christian-to-read, christian-inspiration"
4559,8069535,"Entice (Need, #3)",Carrie Jones,4.03,28584,48,"to-read, pnr, favorite-books, adventure, read-in-2010"
4560,3764,"From Russia With Love (James Bond, #5)",Ian Fleming,3.88,19802,23,"to-read, russian, england, read-in-2015, own-it"
4561,24731,The Tortilla Curtain,T.C. Boyle,3.64,20921,48,"to-read, modern-fiction, bookshelf, books, i-own"
4562,6368611,"Darkest Mercy (Wicked Lovely, #5)",Melissa Marr,4.11,29069,76,"to-read, young-adult-fantasy, series-to-read, finished-series, maybe"
4563,27209486,Modern Lovers,Emma Straub,3.45,20453,128,"to-read, american, gave-up, owned-books, brooklyn"
4564,13624367,"Checkmate (Neighbor from Hell, #3)",R.L. Mathewson,4.15,38343,26,"to-read, books-i-own, favorite-series, audio, favourites"
4565,34534,"The Amazing Maurice and His Educated Rodents (Discworld, #28)",Terry Pratchett,4.04,24279,34,"to-read, novel, mice, sci-fi-and-fantasy, e-books"
4566,771332,With the Old Breed: At Peleliu and Okinawa,"Eugene B. Sledge, Paul Fussell",4.4,16952,39,"to-read, soldiers, states, united-states, military-war"
4567,42369,The Hundred Dresses,"Eleanor Estes, Louis Slobodkin",4.07,26136,37,"to-read, sonlight, junior-fiction, middle-school, read-to-kids"
4568,13481275,"Lost Lake (Lost Lake, #1)",Sarah Addison Allen,3.85,24271,135,"to-read, chicklit, adult, giveaways, abandoned"
4569,18244799,"Hardwired (Hacker, #1)",Meredith Wild,4.07,9235,12,"to-read, love, have, favorite, billionaire-romance"
4570,15705011,The Last Runaway,Tracy Chevalier,3.78,20997,102,"to-read, general-fiction, contemporary-fiction, my-library, e-book"
4571,345299,"Midnight Tides (The Malazan Book of the Fallen, #5)",Steven Erikson,4.34,20725,44,"to-read, read-in-2014, fiction-fantasy, sf-fantasy, science"
4572,17332969,"The 100 (The 100, #1)",Kass Morgan,3.56,26762,89,"to-read, english, ya-books, my-library, for-review"
4573,9666812,"Hades (Halo, #2)",Alexandra Adornetto,3.97,27679,81,"to-read, want, young-adults, buy, paperback"
4574,156530,"Y: The Last Man, Vol. 3: One Small Step (Y: The Last Man, #3)","Brian K. Vaughan, Pia Guerra, José Marzán Jr., Paul Chadwick",4.22,24954,12,"to-read, dc-comics, brian-k-vaughan, dc-vertigo, dystopian-post-apocalyptic"
4575,867248,Bear Snores On,"Karma Wilson, Jane Chapman",4.25,24556,8,"to-read, for-kids, fall, phonological-awareness, toddler-books"
4576,30253864,"Talking as Fast as I Can: From Gilmore Girls to Gilmore Girls, and Everything in Between",Lauren Graham,4.04,30471,121,"currently-reading, ebook, auto-biography, read-in-english, i-own"
4577,317282,Memoirs of a Teenage Amnesiac,Gabrielle Zevin,3.7,28373,97,"to-read, psychology, ya-romance, read-in-2010, dnf"
4578,7983,"Salamandastron (Redwall, #5)","Brian Jacques, Gary Chalk",4.05,23723,15,"fantasy, i-own, animal-stories, action, my-childhood"
4579,43805,Servant of the Bones,Anne Rice,3.7,24324,26,"to-read, psychological, sci-fi-and-fantasy, sci-fi, science-fiction"
4580,283494,"Ironside (Modern Faerie Tales, #3)",Holly Black,4.04,29416,59,"to-read, novels, young, need-to-buy, shelfari-wishlist"
4581,4932435,"Finnikin of the Rock (Lumatere Chronicles, #1)",Melina Marchetta,3.93,29401,346,"to-read, e-book, favourite, favorite-books, fantasy-tbr"
4582,32650,The Return of the Native  ,"Thomas Hardy, Alexander Theroux",3.84,24957,68,"to-read, own-it, uk, abandoned, e-book"
4583,11660590,Micro,"Michael Crichton, Richard   Preston",3.38,19460,51,"to-read, favorite-authors, fantasy-sci-fi, hawaii, suspense-thriller"
4584,10037,No Exit and Three Other Plays,"Jean-Paul Sartre, Stuart Gilbert, Lionel Abel",4.09,21841,32,"to-read, jean-paul-sartre, have, favorite, i-own"
4585,46656,Foundation and Chaos (Second Foundation Trilogy #2),Greg Bear,4.14,21137,29,"to-read, owned-unread, personal, books-to-buy, nook"
4586,3832,Cover Her Face (Adam Dalgliesh #1),P.D. James,3.94,22941,40,"to-read, contemporary, read-in-2015, own-it, my-books"
4587,8581936,"Supernaturally (Paranormalcy, #2)",Kiersten White,3.92,32807,51,"to-read, reviewed, paranormal-supernatural, trilogy, signed"
4588,92855,"First King of Shannara (The Original Shannara Trilogy, #0)",Terry Brooks,3.94,22623,23,"to-read, adult-fiction, bookshelf, read-in-2017, ya"
4589,7945049,"Bury Your Dead (Chief Inspector Armand Gamache, #6)",Louise Penny,4.33,22391,42,"to-read, contemporary-fiction, mystery-thriller-suspense, historical-fiction, read-in-2014"
4590,84785,"The Overlook (Harry Bosch, #13; Harry Bosch Universe, #15)",Michael Connelly,3.91,21154,15,"to-read, favorite-authors, general-fiction, read-in-2014, to-buy"
4591,6604887,أنت لي,منى المرشود,4.03,15108,26,"to-read, my-best, كتب-عربية, نسخ-إلكترونية, مكتبتي-الورقية"
4592,90192,The House of the Seven Gables,"Nathaniel Hawthorne, Robert S. Levine",3.45,23797,56,"to-read, general-fiction, e-books, audio-books, gothic-fiction"
4593,295086,"Rising Storm (Warriors, #4)",Erin Hunter,4.38,27260,7,"to-read, mg, books-i-have, childhood-memories, part-of-a-series"
4594,31845516,Love Warrior,Glennon Doyle Melton,4.1,20094,83,"to-read, faith, family, library-books, contemporary"
4595,6449551,"The Brutal Telling (Chief Inspector Armand Gamache, #5)",Louise Penny,4.23,21381,34,"to-read, my-library, canadian-author, murder, mystery-crime"
4596,11337912,"The Prisoner of Cell 25 (Michael Vey, #1)",Richard Paul Evans,4.19,24672,33,"to-read, caudill-2016, favorite-books, children-s-books, dystopian"
4597,318742,The Souls of Black Folk,"W.E.B. Du Bois, Donald B. Gibson, Monica W. Elbert",4.24,20355,62,"to-read, social-science, wish-list, home-library, grad-school"
4598,45220,I Never Promised You a Rose Garden,"Hannah  Green, Joanne Greenberg",3.85,22420,72,"to-read, gave-up-on, abandoned, read-for-school, literary"
4599,8069828,"The Crimson Crown (Seven Realms, #4)",Cinda Williams Chima,4.48,27279,58,"fantasy, re-read, fantasy-magic, e-books, read-2015"
4600,6080822,The Castaways,Elin Hilderbrand,3.69,21491,36,"to-read, fluff, 2014-books, read-2013, listened-to"
4601,25690958,"Year of Yes: How to Dance It Out, Stand In the Sun and Be Your Own Person",Shonda Rhimes,4.05,25816,97,"to-read, book-club-books, adult-nonfiction, personal-growth, non-fiction-to-read"
4602,275,The Lover,"Marguerite Duras, Barbara Bray, Maxine Hong Kingston",3.76,18947,30,"to-read, 1001-to-read, littérature-française, francia, letteratura-francese"
4603,13350,"Eragon & Eldest (Inheritance, #1-2)",Christopher Paolini,4.27,21181,13,"to-read, youngadult, already-read, good, teens"
4604,16033909,"Burn (Breathless, #3)",Maya Banks,4.01,30693,38,"currently-reading, insta-love, coming-soon, bad-boys, mine"
4605,3690,The Power and the Glory,"Graham Greene, John Updike",3.99,21315,57,"to-read, brit-lit, high-school, classics-to-read, to-re-read"
4606,24790,Paula,Isabel Allende,4.07,19852,36,"to-read, romanzi, español, memoir-autobiography, biographical"
4607,20575411,"Lila (Gilead, #3)",Marilynne Robinson,3.9,14894,90,"to-read, overdrive, modern-fiction, shelfari-favorites, classics"
4608,34988,"The Scions of Shannara (Heritage of Shannara, #1)",Terry Brooks,3.97,23501,14,"to-read, magic, at-home, books-owned, physical"
4609,28940,Behind the Scenes at the Museum,Kate Atkinson,3.94,21844,57,"to-read, ebooks, sisters, dysfunctional-families, family-drama"
4610,26192646,Sweetbitter,Stephanie Danler,3.28,21709,108,"currently-reading, stopped-reading, literature, my-library, 2016-books-read"
4611,110384,"Romancing Mister Bridgerton (Bridgertons, #4)",Julia Quinn,4.2,31652,16,"to-read, all-time-favorites, romances, 3-stars, i-own"
4612,89755,Tangerine,"Edward Bloor, Danny De Vito",3.61,23053,21,"currently-reading, tween, middle-school-books, reading-log-2010-2011, classroom-books"
4613,33547,Hell House,Richard Matheson,3.81,22644,109,"to-read, e-book, my-library, read-in-2012, books"
4614,3648,The Emperor's Children,Claire Messud,2.93,15362,39,"to-read, 65-books-to-read-in-your-20-s, female-author, 2000s, 21st-century"
4615,23281906,The Liar,Nora Roberts,3.95,16326,44,"to-read, novel, 2016-challenge, books-read-in-2016, suspense-romance"
4616,32530,"The Third Victim (Quincy & Rainie, #2)",Lisa Gardner,4.16,21790,24,"to-read, read-in-2016, oregon, suspence, thriller-suspense"
4617,29154543,"The Wrong Side of Goodbye (Harry Bosch, #21; Harry Bosch Universe, #26)",Michael Connelly,4.36,13351,32,"mystery, adult-fiction, 2016-books-read, 2016-challenge, thriller-suspense"
4618,8045080,"Hell's Corner (Camel Club, #5)",David Baldacci,4.1,19003,30,"to-read, crime-fiction, listened-to, bookshelf, novels"
4619,114206,"Key of Valor (Key Trilogy, #3)",Nora Roberts,4.1,27228,11,"to-read, read-in-2013, books-i-have, 2004, own-it"
4620,781182,Barbarians at the Gate: The Fall of RJR Nabisco,"Bryan Burrough, John Helyar",4.22,19176,53,"to-read, markets, my-collection, audible, 20th-century"
4621,20706284,"Ancillary Sword (Imperial Radch, #2)",Ann Leckie,4.03,19265,54,"to-read, female-authors, politics, abandoned, 2014-read"
4622,17689,Franz Kafka's The Castle (Dramatization),"David Fishelson, Aaron Leichter, Max Brod, Franz Kafka",4.07,22321,72,"to-read, other, short-fiction, on-hold, literature-german"
4623,18108877,"Timebound (The Chronos Files, #1)",Rysa Walker,3.87,22031,49,"to-read, book-club, own-it, amazon-prime, time"
4624,9591398,"The Girl Who Circumnavigated Fairyland in a Ship of Her Own Making (Fairyland, #1)","Catherynne M. Valente, Ana Juan",3.97,25551,284,"to-read, kid-lit, read-2013, i-own, e-book"
4625,11970096,"Twenty-Eight and a Half Wishes (Rose Gardner Mystery, #1)",Denise Grover Swank,3.9,11006,4,"to-read, tbr, kindle-tbr, own-on-kindle, free-kindle-books"
4626,14781501,"NYPD Red (NYPD Red, #1)","James Patterson, Marshall Karp",3.9,19252,37,"to-read, read-in-2017, library-books, new-york, part-of-a-series"
4627,30068,"The Book of the Dead (Pendergast, #7; Diogenes, #3)","Douglas Preston, Lincoln Child",4.13,22985,22,"thriller, have, listened-to, general-fiction, contemporary-fiction"
4628,14897790,Er ist wieder da,Timur Vermes,3.44,9472,10,"to-read, audible, to-read-fiction, on-my-shelf, ww2"
4629,12617758,The Expats,Chris Pavone,3.42,20548,50,"to-read, bookclub, unfinished, maybe, mystery-crime"
4630,128752,"Bare Bones (Temperance Brennan, #6)",Kathy Reichs,3.95,26419,29,"mystery, part-of-a-series, audio-book, krimi, female-author"
4631,16131025,Beautiful Day,Elin Hilderbrand,3.75,19563,58,"currently-reading, massachusetts, ebooks, favorite-authors, dead-mother-s-notebook-to-daughter"
4632,85958,"The Indwelling (Left Behind, #7)","Tim LaHaye, Jerry B. Jenkins",3.97,21855,21,"to-read, christian-lit, jerry-b-jenkins, prophecy, christian-novels"
4633,206682,"Dexter in the Dark (Dexter, #3)",Jeff Lindsay,3.49,22484,36,"to-read, murder, nook, kindle-books, audible"
4634,16634,The Glass Bead Game,"Hermann Hesse, Richard Winston, Clara Winston, Theodore Ziolkowski",4.11,20198,78,"to-read, speculative-fiction, sub, have, own-it"
4635,13366259,The Yellow Birds,Kevin Powers,3.74,17858,86,"to-read, did-not-finish, never-finished, psychology, american-lit"
4636,85418,Just One Look,Harlan Coben,4.0,22664,34,"to-read, persons, kobo, calibre, unread"
4637,16117804,"The Proposal (The Proposition, #2)",Katie Ashley,4.04,34169,22,"to-read, did-not-finish, owned-books, babies, kindle-unlimited"
4638,48132,"My Family and Other Animals (Corfu Trilogy, #1)","Gerald Durrell, Helma Lapiņa",4.27,20057,58,"to-read, history, unfinished, abandoned, childhood-favourites"
4639,174403,Back Roads,Tawni O'Dell,3.72,21022,75,"to-read, dark, america, audio, ya"
4640,11449,Cathedral,Raymond Carver,4.3,18378,58,"to-read, read-in-2015, lit, modern-fiction, read-in-2011"
4641,30065028,Fantastic Beasts and Where to Find Them: The Original Screenplay,J.K. Rowling,4.41,18290,43,"to-read, movies, 2017-tbr, 2016-read, romance"
4642,11574,The Body,"Stephen King, Robin A.H. Waterfield",4.26,23127,34,"to-read, novel, stephen-king-to-read, horror-fiction, dark"
4643,1999475,A Million Miles in a Thousand Years: What I Learned While Editing My Life,Donald Miller,4.18,18963,66,"to-read, my-library, home-library, my-favorites, memior"
4644,7992995,"Eona: The Last Dragoneye (Eon, #2)",Alison Goodman,4.12,29756,67,"to-read, young-adult-fiction, dnf, read-in-2015, kick-ass-heroines"
4645,14570,"Eight Cousins (Eight Cousins, #1)",Louisa May Alcott,4.02,27612,67,"to-read, victorian, children-young-adult, childrens-fiction, ebooks"
4646,590552,Chicken Soup with Rice: A Book of Months (The Nutshell Library),Maurice Sendak,4.25,25523,9,"picture-books, humor, books-from-my-childhood, kiddos, elementary"
4647,64862,"R is for Ricochet (Kinsey Millhone, #18)",Sue Grafton,3.96,24563,21,"to-read, kinsey-millhone-series, thrillers, gilmore-girls-reading-challenge, own-to-read"
4648,11947156,"Prince of Wolves (The Grey Wolves, #1)",Quinn Loftis,4.06,30137,48,"to-read, loved, to-buy, i-own, soul-mates"
4649,99296,Diary of a Worm,"Doreen Cronin, Harry Bliss",4.19,23320,7,"to-read, format-picture-book, children-s-picture-book, kids-picture-books, humour"
4650,222576,"The Grey King (The Dark Is Rising, #4)",Susan Cooper,4.18,28027,34,"to-read, king-arthur, fantasy-scifi, children-ya, classic"
4651,16071748,"Hunted (The Iron Druid Chronicles, #6)",Kevin Hearne,4.3,15613,19,"urban-fantasy, novels, my-books, young-adult, ghosts"
4652,15981894,"Devoured (Devoured, #1)",Emily Snow,3.94,33961,56,"to-read, favourites, musician, tattoos, smut"
4653,14905,The Complete Novels,Jane Austen,4.55,18828,30,"to-read, women-writers, victorian, illustrated, humor"
4654,20697435,The Book of Strange New Things,Michel Faber,3.66,15189,121,"to-read, books-read-2015, marriage, sciencefiction, science"
4655,9266776,Epic Fail,Claire LaZebnik,3.73,29207,28,"to-read, romantic, high-school-romance, teens, 2012-reads"
4656,30240,"A Caress of Twilight (Merry Gentry, #2)",Laurell K. Hamilton,4.05,29980,22,"to-read, investigators, uf, paperback, fantasy-sci-fi"
4657,376514,The Manchurian Candidate (Movie Tie-In Edition),Richard Condon,4.09,19205,20,"to-read, adventure, modern-classics, adult-fiction, mysteries"
